alfentanil	0.00000	25.52799	0.00000	0.00000	0.00000	0.00000	4.58963	10.89482	0.00000	0.00000
telithromycin	0.00064	3.02336	0.00000	0.50832	0.00000	0.00000	18.54975	1.42179	0.00000	0.00000
simeprevir	0.00000	0.00000	10.97333	0.00035	0.00000	6.66725	23.29955	0.00000	0.00000	2.56153
pentamidine.isethionate	0.00000	6.15951	0.00000	0.00000	0.00000	15.77738	12.92576	0.00000	0.00000	3.28208
penicillamine	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	11.10346	0.00000	16.16653	0.00000
lamivudine	0.00000	0.00000	22.36061	18.58673	0.00000	15.76166	5.17701	7.32067	0.00000	20.01492
atorvastatin	0.00000	0.00000	0.18850	0.00000	0.00000	21.86340	9.19159	0.00000	0.98998	0.00000
retigabine	0.00000	0.00000	0.00000	0.00000	2.61477	9.77734	4.64940	33.70463	0.00000	0.00000
levetiracetam	3.75841	0.00000	4.18365	6.76833	28.25476	16.20315	2.04148	25.92437	0.00000	2.69023
azelaic.acid	4.71933	0.09583	0.00000	17.76707	0.00000	0.00000	9.23590	0.99618	0.00000	0.00000
azelastine	0.00061	0.00000	0.00000	11.84536	0.00000	18.67977	6.69811	6.46994	0.00000	0.00000
azathioprine	0.00000	0.00000	0.00000	0.00000	2.84936	0.00000	0.89969	0.00000	13.76735	10.95500
bromazepam	0.00000	0.00000	1.83143	0.00000	0.00000	0.00000	12.15321	21.30292	0.00000	0.00008
aminophylline	0.00000	37.34300	0.00000	0.00000	0.00000	0.00000	2.58363	0.00000	2.10092	0.00000
medroxyprogesterone	31.37028	0.00002	0.00000	0.43646	0.00000	2.05289	9.39779	5.13123	0.00000	2.23377
sodium.oxybate	18.26403	4.48926	0.00000	0.00000	7.44604	8.14164	2.73079	18.56619	2.05471	0.00000
tipranavir	0.00157	0.00000	9.58013	0.00000	0.00000	7.17459	12.39539	4.39947	23.26692	6.21982
prucalopride	7.90346	0.00048	10.39426	0.00000	0.00000	0.00366	12.68826	17.69691	0.00000	0.00000
tiagabine	10.75390	10.76367	0.00000	0.66892	44.61677	5.23251	2.96020	15.66536	2.52137	10.50939
guanfacine	0.21569	2.51245	0.00000	0.00000	0.00000	0.00000	16.60559	16.93807	0.00000	0.00000
sevelamer	0.00002	0.00000	0.00000	0.00000	0.00000	8.03923	19.42388	0.00000	0.00000	0.00000
sufentanil	0.00000	8.92973	0.00000	0.00000	0.00000	0.00000	10.41670	15.52837	0.00000	2.85411
cisatracurium	0.00000	11.37531	0.00000	1.30526	0.00000	0.00000	6.34621	0.00000	0.00000	0.00000
cefixime	0.00000	0.00000	0.00000	0.00000	0.00000	1.16143	17.47337	0.00000	0.00000	0.00000
terconazole	2.23073	0.00000	0.00000	3.94647	0.00000	1.13516	16.24970	0.00000	0.00000	0.47080
rifabutin	0.00000	0.00000	0.00000	0.00000	2.78703	0.65948	18.81128	0.00000	1.60337	9.96460
octreotide	0.00000	3.93476	0.00000	0.00000	4.04631	0.00010	17.19396	0.00000	24.44242	0.00000
fexofenadine	1.55997	0.00005	0.13996	2.50724	0.00000	22.04285	7.42587	4.99569	0.00000	0.00000
thiotepa	7.52257	0.00000	0.00000	10.17991	0.00000	0.00000	14.31829	3.80107	0.00000	5.20917
rasburicase	0.00000	4.93949	0.00000	0.00000	0.00000	11.12342	11.75450	0.00000	17.54862	9.09670
fentanyl	5.47869	0.00000	18.30601	0.00000	12.64894	6.69477	3.80297	15.16948	0.00001	16.37473
lubiprostone	0.00004	14.34089	2.34079	0.00000	0.00000	0.00008	15.24349	0.00000	0.00000	0.00000
methyl.aminolevulinate	1.02021	0.85816	0.00000	30.00076	0.00000	0.00000	5.32195	0.02965	0.00000	0.13215
trazodone	2.78877	7.03348	0.00000	8.36701	0.00254	4.19472	5.64514	31.74695	0.00000	0.00000
decitabine	0.23513	11.85518	32.46136	9.06365	0.00000	8.38112	2.70923	4.02378	19.97472	22.64639
dronedarone	0.00000	3.77187	0.00000	4.69229	1.36157	0.00000	17.29887	0.00000	0.00000	0.00000
benzoyl.peroxide	0.00000	0.00000	0.00000	19.40127	0.00000	0.00000	4.15522	0.00000	0.00000	0.00000
dasatinib	10.58422	15.45737	10.04734	0.02062	4.17668	2.50675	3.67181	0.00002	18.46515	18.87340
insulin.glargine	7.49472	0.00000	2.51285	0.00000	0.00000	23.04704	3.14071	0.00000	3.33539	6.99878
delavirdine	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	10.73217	0.00000	8.92680	6.65285
tadalafil	16.95514	6.74790	15.57325	4.17716	0.00000	15.40413	4.49373	0.00000	0.00000	0.00000
vardenafil	0.00000	8.13733	2.29438	0.00000	0.00000	19.33114	4.11182	0.00000	0.00000	0.00000
moexipril	0.05029	6.18965	0.00000	0.00000	0.00000	15.87702	9.35917	0.00000	0.00000	0.00000
chlormethine	0.00000	0.00000	0.00000	19.20524	0.00000	0.00000	10.56927	0.00000	0.00000	0.00000
rilpivirine	0.00000	0.00000	0.00000	0.00000	0.00000	0.00003	17.03138	3.65172	17.19020	0.00000
terbinafine	0.23724	0.00000	13.84230	10.68453	7.22191	16.61266	13.40767	0.00000	1.22472	0.00013
melphalan	0.00000	0.00000	16.24236	0.00000	0.00000	2.15485	9.22029	0.00000	0.00000	26.44242
penciclovir	1.78855	0.00000	0.00000	2.15430	0.00000	7.89328	13.58617	0.00010	3.47706	4.90779
clobetasol	0.00000	0.00000	0.00000	24.47776	0.00000	6.28250	0.00000	0.00000	0.00000	0.00000
lercanidipine	0.00000	15.28631	14.48360	0.00001	0.00000	8.30212	0.91327	8.02479	12.77006	3.96797
irinotecan	6.36777	11.45425	0.00000	3.51217	0.00000	0.00001	10.80529	3.86483	0.00000	25.82218
duloxetine	7.29977	2.10951	21.85382	4.26957	27.86601	8.00465	4.70626	21.40832	9.00486	0.00000
tiotropium.bromide	1.23613	0.00000	0.00000	0.00000	0.00000	16.53541	10.77260	0.00000	0.00000	4.43453
vernakalant	0.00000	15.52779	0.00000	13.02916	0.00000	3.73727	7.25269	0.00000	0.00000	0.00000
irbesartan	5.99166	10.47743	4.32417	2.06800	2.32726	13.84742	0.21626	13.37066	9.48147	0.00000
ipratropium.bromide	6.87191	15.49068	0.00000	19.63148	6.31585	14.56426	0.00000	4.30063	0.00000	0.00000
afatinib	16.82533	0.00000	0.00000	13.06271	0.00000	8.79229	7.11903	0.00000	19.17516	6.82987
betaine	2.05167	0.00000	0.00000	0.00000	10.60862	0.00000	10.49834	10.44529	0.00000	0.00000
nalmefene	0.00000	17.35972	0.00000	0.00000	0.00000	1.13159	9.17698	0.20673	0.00000	1.98848
nateglinide	3.03966	0.00000	0.00000	0.00000	0.49979	20.88735	5.54514	2.67924	0.00000	0.00000
doxycycline	10.11004	0.00000	26.33881	14.41660	0.00000	15.81089	7.26063	0.00000	0.00000	0.00304
eptifibatide	0.00000	19.97914	0.00000	0.00000	0.00014	0.00000	0.00000	0.00000	0.00000	15.25177
ertapenem	0.00000	8.33430	13.32414	1.17895	0.00000	10.81979	6.35930	0.00000	30.18524	0.00000
iloprost	4.53517	22.53383	0.00000	0.00000	1.02996	12.50416	0.00000	0.00000	12.33793	0.00000
pindolol	1.70502	10.77239	0.00000	0.00000	0.00000	13.35103	7.17013	2.52903	0.00000	0.00000
pioglitazone	23.47083	0.02212	0.00000	0.00000	0.79571	16.28695	0.00000	4.90739	4.09359	3.42209
ifosfamide	0.00000	6.77022	0.00000	0.00000	0.00000	0.00000	7.86980	0.00000	3.76065	34.41463
everolimus	18.99814	4.16767	26.00649	14.81387	5.26589	7.87247	2.63894	1.62204	33.13118	6.14205
imipramine	2.88501	11.44451	0.00000	0.00000	7.31508	0.00000	5.70911	24.58561	0.00000	0.00000
tolvaptan	0.00000	6.53674	0.00000	0.00000	0.00000	0.53705	4.50812	25.17296	26.65606	0.00000
